Commodity,Component,Supplier,Cost,SupplierPerformanceRating,ComponentPerformanceRating
8GB RAM,70343,OptumInsight,832,5,4
8GB RAM,70344,Orlin Research,428,4,1
8GB RAM,70345,OSIsoft,675,4,3
8GB RAM,70346,OTC Markets,968,7,9
8GB RAM,70347,Outline,171,6,3
8GB RAM,70348,Oversight Systems,1070,6,8
8GB RAM,70349,Overture Technologies,450,7,6
8GB RAM,70350,Owler,998,2,2
8GB RAM,70351,Palantir Technologies,1038,6,8
8GB RAM,70352,Panjiva,385,3,1
8GB RAM,70353,Parsons Brinckerhoff,528,9,7
8GB RAM,70354,Patently-O,795,9,4
8GB RAM,70355,PatientsLikeMe,243,7,7
8GB RAM,70356,Pave,705,8,6
8GB RAM,70357,Paxata,198,6,5
8GB RAM,70358,"PayScale, Inc.",57,3,4
8GB RAM,70359,PeerJ,336,4,7
8GB RAM,70360,People Power,763,4,5
8GB RAM,70361,Persint,82,2,4
8GB RAM,70362,Personal Democracy Media,951,7,6
8GB RAM,70363,"Personal, Inc.",464,8,6
8GB RAM,70364,Personalis,1078,7,8
8GB RAM,70365,Peterson's,672,6,9
8GB RAM,70366,PEV4me.com,863,5,3
8GB RAM,70367,PIXIA Corp,813,1,5
8GB RAM,70368,PlaceILive.com,267,3,6
8GB RAM,70369,PlanetEcosystems,1072,4,8
8GB RAM,70370,PlotWatt,334,9,5
8GB RAM,70371,Plus-U,124,6,3
8GB RAM,70372,PolicyMap,349,7,2
8GB RAM,70373,Politify,87,8,8
8GB RAM,70374,Poncho App,1023,1,4
8GB RAM,70375,POPVOX,32,6,6
8GB RAM,70376,Porch,1079,8,7
8GB RAM,70377,PossibilityU,966,9,8
8GB RAM,70378,PowerAdvocate,1019,8,6
8GB RAM,70379,Practice Fusion,556,1,9
8GB RAM,70380,Predilytics,1099,8,3
8GB RAM,70381,PricewaterhouseCoopers (PWC),41,9,1
8GB RAM,70382,ProgrammableWeb,13,7,1
8GB RAM,70383,Progressive Insurance Group,348,6,5
8GB RAM,70384,Propeller Health,636,8,5
8GB RAM,70385,ProPublica,931,4,8
8GB RAM,70386,PublicEngines,726,2,3
8GB RAM,70387,PYA Analytics,662,4,3
8GB RAM,70388,"Qado Energy, Inc.",785,5,6
8GB RAM,70389,Quandl,177,3,8
8GB RAM,70390,Quertle,259,6,9
8GB RAM,70391,Quid,822,1,2
8GB RAM,70392,R R Donnelley,963,6,5
8GB RAM,70393,RAND Corporation,642,2,9
8GB RAM,70394,Rand McNally,647,7,8
8GB RAM,70395,Rank and Filed,12,4,6
8GB RAM,70396,Ranku,992,9,6
8GB RAM,70397,Rapid Cycle Solutions,488,7,7
8GB RAM,70398,realtor.com,262,9,1
8GB RAM,70399,Recargo,686,2,1
8GB RAM,70400,ReciPal,357,7,3
8GB RAM,70401,Redfin,906,2,1
8GB RAM,70402,RedLaser,443,1,2
8GB RAM,70403,Reed Elsevier,690,3,6
8GB RAM,70404,REI Systems,482,2,3
8GB RAM,70405,Relationship Science,788,9,5
8GB RAM,70406,Remi,458,3,7
8GB RAM,70407,Retroficiency,913,4,3
8GB RAM,70408,Revaluate,955,7,8
8GB RAM,70409,Revelstone,629,1,7
8GB RAM,70410,Rezolve Group,908,9,3
8GB RAM,70411,Rivet Software,922,5,3
8GB RAM,70412,Roadify Transit,964,4,2
8GB RAM,70413,Robinson + Yu,576,1,1
8GB RAM,70414,Russell Investments,901,1,4
8GB RAM,70415,Sage Bionetworks,137,3,6
8GB RAM,70416,SAP,980,6,4
8GB RAM,70417,SAS,877,8,2
8GB RAM,70418,Scale Unlimited,962,3,8
8GB RAM,70419,Science Exchange,337,7,3
8GB RAM,70420,Seabourne,803,8,3
8GB RAM,70421,SeeClickFix,955,1,1
8GB RAM,70422,SigFig,66,5,6
8GB RAM,70423,Simple Energy,261,7,7
8GB RAM,70424,SimpleTuition,459,3,6
8GB RAM,70425,SlashDB,260,6,3
8GB RAM,70426,Smart Utility Systems,314,3,1
8GB RAM,70427,SmartAsset,75,6,1
8GB RAM,70428,SmartProcure,275,2,4
8GB RAM,70429,Smartronix,599,2,6
8GB RAM,70430,SnapSense,131,4,2
8GB RAM,70431,Social Explorer,634,7,6
8GB RAM,70432,Social Health Insights,720,9,9
8GB RAM,70433,SocialEffort Inc,816,5,3
8GB RAM,70434,Socrata,165,9,7
8GB RAM,70435,Solar Census,99,1,4
8GB RAM,70436,SolarList,812,6,7
8GB RAM,70437,Sophic Systems Alliance,894,5,1
8GB RAM,70438,S&P Capital IQ,750,3,6
8GB RAM,70439,SpaceCurve,322,6,7
8GB RAM,70440,SpeSo Health,210,5,7
8GB RAM,70441,Spikes Cavell Analytic Inc,935,1,2
8GB RAM,70442,Splunk,729,5,8
8GB RAM,70443,Spokeo,772,5,8
8GB RAM,70444,SpotCrime,358,9,7
8GB RAM,70445,SpotHero.com,399,9,6
8GB RAM,70446,Stamen Design,60,5,9
8GB RAM,70447,Standard and Poor's,491,8,7
8GB RAM,70448,State Farm Insurance,696,4,1
8GB RAM,70449,Sterling Infosystems,163,6,4
8GB RAM,70450,Stevens Worldwide Van Lines,510,6,8
8GB RAM,70451,STILLWATER SUPERCOMPUTING INC,622,3,5
8GB RAM,70452,StockSmart,470,1,6
8GB RAM,70453,Stormpulse,171,4,6
8GB RAM,70454,StreamLink Software,371,4,4
8GB RAM,70455,"StreetCred Software, Inc",1079,9,3
8GB RAM,70456,StreetEasy,882,1,9
8GB RAM,70457,Suddath,834,1,6
8GB RAM,70458,Symcat,441,5,4
8GB RAM,70459,Synthicity,564,1,8
8GB RAM,70460,T. Rowe Price,226,3,1
8GB RAM,70461,Tableau Software,549,9,7
8GB RAM,70462,TagniFi,680,5,5
8GB RAM,70463,Telenav,688,7,2
8GB RAM,70464,Tendril,188,4,4
8GB RAM,70465,Teradata,875,7,9
8GB RAM,70466,The Advisory Board Company,759,4,7
8GB RAM,70467,The Bridgespan Group,226,4,1
8GB RAM,70468,The DocGraph Journal,934,8,9
8GB RAM,70469,The Govtech Fund,195,9,5
8GB RAM,70470,The Schork Report,730,2,9
8GB RAM,70471,The Vanguard Group,467,4,9
8GB RAM,70472,Think Computer Corporation,603,1,6
8GB RAM,70473,Thinknum,1034,1,3
8GB RAM,70474,Thomson Reuters,421,1,9
8GB RAM,70475,TopCoder,72,4,1
8GB RAM,70476,TowerData,64,1,6
8GB RAM,70477,TransparaGov,294,5,2
8GB RAM,70478,TransUnion,697,2,8
8GB RAM,70479,TrialTrove,19,7,2
8GB RAM,70480,TrialX,610,7,6
8GB RAM,70481,Trintech,705,8,3
8GB RAM,70482,TrueCar,662,2,4
8GB RAM,70483,Trulia,537,3,1
8GB RAM,70484,TrustedID,597,3,1
8GB RAM,70485,TuvaLabs,716,7,6
8GB RAM,70486,Uber,697,2,6
8GB RAM,70487,Unigo LLC,648,2,8
8GB RAM,70488,United Mayflower,66,7,1
8GB RAM,70489,Urban Airship,823,8,7
8GB RAM,70490,"Urban Mapping, Inc",771,6,2
8GB RAM,70491,US Green Data,469,4,8
8GB RAM,70492,U.S. News Schools,957,9,6
8GB RAM,70493,USAA Group,924,5,5
8GB RAM,70494,USSearch,567,7,1
8GB RAM,70495,Verdafero,822,7,2
8GB RAM,70496,Vimo,77,4,5
8GB RAM,70497,"VisualDoD, LLC",1004,8,9
8GB RAM,70498,Vital Axiom | Niinja,438,8,7
8GB RAM,70499,VitalChek,194,3,2
8GB RAM,70500,Vitals,620,6,9
8GB RAM,70501,Vizzuality,715,3,2
8GB RAM,70502,Votizen,413,8,4
8GB RAM,70503,Walk Score,890,2,9
8GB RAM,70504,WaterSmart Software,855,2,2
8GB RAM,70505,WattzOn,1098,7,5
8GB RAM,70506,Way Better Patents,589,6,9
8GB RAM,70507,Weather Channel,71,7,8
8GB RAM,70508,Weather Decision Technologies,812,3,7
8GB RAM,70509,Weather Underground,134,1,1
8GB RAM,70510,WebFilings,706,3,3
8GB RAM,70511,Webitects,345,6,4
8GB RAM,70512,WebMD,574,1,6
8GB RAM,70513,Weight Watchers,615,7,2
8GB RAM,70514,WeMakeItSafer,322,4,1
8GB RAM,70515,Wheaton World Wide Moving,754,2,1
8GB RAM,70516,Whitby Group,653,1,5
8GB RAM,70517,Wolfram Research,710,5,1
8GB RAM,70518,Wolters Kluwer,166,3,7
8GB RAM,70519,Workhands,448,4,5
8GB RAM,70520,Xatori,194,1,2
8GB RAM,70521,Xcential,179,5,7
8GB RAM,70522,xDayta,1083,9,9
8GB RAM,70523,Xignite,37,4,1
8GB RAM,70524,Yahoo,809,4,2
8GB RAM,70525,Zebu Compliance Solutions,843,6,4
8GB RAM,70526,Yelp,763,7,8
8GB RAM,70527,YourMapper,781,4,6
8GB RAM,70528,Zillow,1059,1,7
8GB RAM,70529,ZocDoc,301,5,8
8GB RAM,70530,Zonability,710,3,7
8GB RAM,70531,Zoner,94,5,6
8GB RAM,70532,Zurich Insurance (Risk Room),68,8,8
Mouse,50001,Samsung ,118,5,6
Mouse,50002,Intel,297,2,6
Mouse,50003,Western Digital ,244,8,3
Mouse,50004,"3 Round Stones, Inc.",50,1,4
Mouse,50005,48 Factoring Inc.,49,3,3
Mouse,50006,5PSolutions,291,7,9
Mouse,50007,Abt Associates,97,1,3
Mouse,50008,Accela,110,5,9
Mouse,50009,Accenture,300,1,6
Mouse,50010,AccuWeather,172,1,7
Mouse,50011,Acxiom,173,9,8
Mouse,50012,Adaptive,35,5,5
Mouse,50013,Adobe Digital Government,48,5,4
Mouse,50014,Aidin,127,2,9
Mouse,50015,Alarm.com,172,2,5
Mouse,50016,Allianz,221,9,6
Mouse,50017,Allied Van Lines,20,2,5
Mouse,50018,AllState Insurance Group,155,4,5
Mouse,50019,Alltuition,178,5,6
Mouse,50020,Altova,150,8,3
Mouse,50021,Amazon Web Services,48,6,4
Mouse,50022,American Red Ball Movers,264,5,7
Mouse,50023,Amida Technology Solutions,57,7,9
Mouse,50024,Analytica,294,3,8
Mouse,50025,Apextech LLC,139,2,5
Mouse,50026,Appallicious,19,2,3
Mouse,50027,Aquicore,26,1,2
Mouse,50028,Archimedes Inc.,240,1,6
Mouse,50029,AreaVibes Inc.,26,9,4
Mouse,50030,Arpin Van Lines,288,2,5
Mouse,50031,Arrive Labs,219,6,7
Mouse,50032,ASC Partners,224,6,4
Mouse,50033,Asset4,186,1,8
Mouse,50034,Atlas Van Lines,291,8,4
Mouse,50035,AtSite,256,4,6
Mouse,50036,"Aunt Bertha, Inc.",199,7,6
Mouse,50037,Aureus Sciences (*Now part of Elsevier),35,8,2
Mouse,50038,AutoGrid Systems,219,3,5
Mouse,50039,Avalara,50,8,2
Mouse,50040,Avvo,172,2,7
Mouse,50041,Ayasdi,31,9,8
Mouse,50042,Azavea,26,2,2
Mouse,50043,BaleFire Global,28,2,7
Mouse,50044,Barchart,138,6,2
Mouse,50045,Be Informed,79,4,8
Mouse,50046,Bekins,94,8,5
Mouse,50047,Berkery Noyes MandASoft,39,8,6
Mouse,50048,Berkshire Hathaway,212,7,5
Mouse,50049,BetterLesson,63,3,5
Mouse,50050,BillGuard,69,4,4
Mouse,50051,Bing,276,2,6
Mouse,50052,Biovia,214,2,9
Mouse,50053,BizVizz,271,3,3
Mouse,50054,BlackRock,105,2,1
Mouse,50055,Bloomberg,218,7,2
Mouse,50056,Booz Allen Hamilton,148,2,5
Mouse,50057,Boston Consulting Group,96,6,9
Mouse,50058,Boundless,184,3,6
Mouse,50059,Bridgewater,81,3,3
Mouse,50060,Brightscope,280,9,9
Mouse,50061,BuildFax,10,8,3
Mouse,50062,Buildingeye,213,8,5
Mouse,50063,BuildZoom,45,3,4
Mouse,50064,Business and Legal Resources,213,5,3
Mouse,50065,Business Monitor International,157,4,2
Mouse,50066,"Calcbench, Inc.",174,1,5
Mouse,50067,Cambridge Information Group,279,4,2
Mouse,50068,Cambridge Semantics,241,2,4
Mouse,50069,CAN Capital,157,2,5
Mouse,50070,Canon,115,6,3
Mouse,50071,Capital Cube,203,4,1
Mouse,50072,Cappex,227,3,5
Mouse,50073,Captricity,140,7,7
Mouse,50074,CareSet Systems,276,7,5
Mouse,50075,Careset.com,202,6,9
Mouse,50076,CARFAX,271,1,7
Mouse,50077,Caspio,255,8,7
Mouse,50078,Castle Biosciences,106,9,5
Mouse,50079,CB Insights,176,4,3
Mouse,50080,Ceiba Solutions,79,9,3
Mouse,50081,Center for Responsive Politics,270,9,5
Mouse,50082,Cerner,62,8,7
Mouse,50083,Certara,275,8,7
Mouse,50084,CGI,244,8,8
Mouse,50085,Charles River Associates,291,1,4
Mouse,50086,Charles Schwab Corp.,68,9,9
Mouse,50087,Chemical Abstracts Service,296,7,8
Mouse,50088,Child Care Desk,83,3,1
Mouse,50089,Chubb,122,6,2
Mouse,50090,Citigroup,78,2,6
Mouse,50091,CityScan,36,1,8
Mouse,50092,CitySourced,112,2,4
Mouse,50093,Civic Impulse LLC,36,7,2
Mouse,50094,Civic Insight,34,2,9
Mouse,50095,Civinomics,92,3,7
Mouse,50096,Civis Analytics,198,2,6
Mouse,50097,Clean Power Finance,95,5,1
Mouse,50098,ClearHealthCosts,263,6,4
Mouse,50099,ClearStory Data,173,9,9
Mouse,50100,Climate Corporation,19,7,9
Mouse,50101,CliniCast,35,6,9
Mouse,50102,Cloudmade,111,6,7
Mouse,50103,Cloudspyre,121,8,5
Mouse,50104,Code for America,76,9,3
Mouse,50105,Code-N,140,9,2
Mouse,50106,Collective IP,17,9,9
Mouse,50107,"College Abacus, an ECMC initiative",158,1,8
Mouse,50108,College Board,122,9,4
Mouse,50109,Compared Care,238,4,6
Mouse,50110,Compendia Bioscience Life Technologies,116,5,9
Mouse,50111,Compliance and Risks,84,2,1
Mouse,50112,Computer Packages Inc,64,5,5
Mouse,50113,CONNECT-DOT LLC.,150,1,2
Mouse,50114,ConnectEDU,13,1,1
Mouse,50115,Connotate,114,3,8
Mouse,50116,Construction Monitor LLC,223,5,6
Mouse,50117,Consumer Reports,282,5,4
Mouse,50118,CoolClimate,246,4,6
Mouse,50119,Copyright Clearance Center,37,3,4
Mouse,50120,CoreLogic,296,2,7
Mouse,50121,CostQuest,283,9,8
Mouse,50122,Credit Karma,264,9,8
Mouse,50123,Credit Sesame,159,2,1
Mouse,50124,CrowdANALYTIX,57,7,5
Mouse,50125,Dabo Health,249,7,9
Mouse,50126,DataLogix,92,3,2
Mouse,50127,DataMade,213,9,5
Mouse,50128,DataMarket,290,2,1
Mouse,50129,Datamyne,217,6,5
Mouse,50130,DataWeave,11,7,2
Mouse,50131,Deloitte,97,1,8
Mouse,50132,DemystData,154,7,2
Mouse,50133,Department of Better Technology,84,7,2
Mouse,50134,Development Seed,131,6,3
Mouse,50135,"Docket Alarm, Inc.",144,8,3
Mouse,50136,Dow Jones & Co.,242,3,2
Mouse,50137,Dun & Bradstreet,265,4,8
Mouse,50138,Earth Networks,281,7,9
Mouse,50139,EarthObserver App,67,4,8
Mouse,50140,Earthquake Alert!,136,1,5
Mouse,50141,Eat Shop Sleep,164,6,9
Mouse,50142,Ecodesk,286,5,5
Mouse,50143,eInstitutional,85,5,1
Mouse,50144,Embark,11,8,9
Mouse,50145,EMC,74,1,9
Mouse,50146,"Energy Points, Inc.",144,7,4
Mouse,50147,Energy Solutions Forum,36,8,9
Mouse,50148,Enervee Corporation,40,1,6
Mouse,50149,Enigma.io,31,5,2
Mouse,50150,Ensco,107,2,8
Mouse,50151,Environmental Data Resources,109,9,8
Mouse,50152,Epsilon,244,4,8
Mouse,50153,Equal Pay for Women,290,2,8
Mouse,50154,Equifax,82,7,8
Mouse,50155,Equilar,167,2,7
Mouse,50156,Ernst & Young LLP,102,9,3
Mouse,50157,eScholar LLC.,35,6,4
Mouse,50158,Esri,87,8,9
Mouse,50159,Estately,300,3,3
Mouse,50160,Everyday Health,173,1,7
Mouse,50161,Evidera,240,3,8
Mouse,50162,Experian,259,8,4
Mouse,50163,"Expert Health Data Programming, Inc.",21,4,5
Mouse,50164,Exversion,218,5,8
Mouse,50165,Ez-XBRL,133,7,6
Mouse,50166,Factset,165,3,9
Mouse,50167,Factual,259,3,9
Mouse,50168,Farmers,142,9,3
Mouse,50169,FarmLogs,30,2,4
Mouse,50170,Fastcase,35,6,6
Mouse,50171,Fidelity Investments,121,8,3
Mouse,50172,FindTheBest.com,40,2,5
Mouse,50173,First Fuel Software,81,7,3
Mouse,50174,"FirstPoint, Inc.",262,1,8
Mouse,50175,Fitch,85,7,7
Mouse,50176,FlightAware,175,9,6
Mouse,50177,FlightStats,250,8,6
Mouse,50178,FlightView,179,4,4
Mouse,50179,Food+Tech Connect,200,2,7
Mouse,50180,Forrester Research,289,9,9
Mouse,50181,Foursquare,161,2,4
Mouse,50182,Fujitsu,161,4,7
Mouse,50183,Funding Circle,95,6,2
Mouse,50184,FutureAdvisor,47,9,1
Mouse,50185,"Fuzion Apps, Inc.",225,3,9
Mouse,50186,Gallup,136,7,2
Mouse,50187,Galorath Incorporated,221,9,8
Mouse,50188,Garmin,187,4,3
Mouse,50189,Genability,130,1,3
Mouse,50190,GenoSpace,189,7,9
Mouse,50191,Geofeedia,126,5,3
Mouse,50192,Geolytics,137,8,9
Mouse,50193,Geoscape,267,8,4
Mouse,50194,GetRaised,282,6,5
Mouse,50195,GitHub,178,7,6
Mouse,50196,Glassy Media,40,9,8
Mouse,50197,Golden Helix,204,1,1
Mouse,50198,GoodGuide,187,8,4
Mouse,50199,Google Maps,281,5,8
Mouse,50200,Google Public Data Explorer,148,9,8
Mouse,50201,Government Transaction Services,293,7,6
Mouse,50202,Govini,267,9,6
Mouse,50203,GovTribe,48,7,6
Mouse,50204,"Govzilla, Inc.",103,2,2
Mouse,50205,gRadiant Research LLC,91,1,8
Mouse,50206,Graebel Van Lines,59,4,5
Mouse,50207,"Graematter, Inc.",13,3,7
Mouse,50208,Granicus,218,1,2
Mouse,50209,GreatSchools,55,7,2
Mouse,50210,GuideStar,113,4,7
Mouse,50211,H3 Biomedicine,231,6,6
Mouse,50212,Harris Corporation,129,3,5
Mouse,50213,"HDScores, Inc",120,8,4
Mouse,50214,Headlight,133,7,5
Mouse,50215,Healthgrades,87,1,7
Mouse,50216,Healthline,113,8,7
Mouse,50217,HealthMap,275,5,1
Mouse,50218,"HealthPocket, Inc.",269,4,7
Mouse,50219,HelloWallet,163,5,2
Mouse,50220,HERE,178,1,2
Mouse,50221,Honest Buildings,133,6,6
Mouse,50222,HopStop,204,7,8
Mouse,50223,Housefax,140,3,3
Mouse,50224,How's My Offer?,29,6,2
Mouse,50225,IBM,114,4,3
Mouse,50226,ideas42,105,8,8
Mouse,50227,iFactor Consulting,219,4,3
Mouse,50228,IFI CLAIMS Patent Services,285,1,3
Mouse,50229,iMedicare,65,3,2
Mouse,50230,Impact Forecasting (Aon),125,8,9
Mouse,50231,Impaq International,249,1,5
Mouse,50232,Import.io,164,9,4
Mouse,50233,IMS Health,63,3,6
Mouse,50234,InCadence,132,8,2
Mouse,50235,indoo.rs,223,6,4
Mouse,50236,InfoCommerce Group,219,6,2
Mouse,50237,Informatica,150,8,8
Mouse,50238,InnoCentive,186,2,9
Mouse,50239,Innography,159,4,1
Mouse,50240,Innovest Systems,16,3,7
Mouse,50241,Inovalon,154,7,2
Mouse,50242,Inrix Traffic,187,5,5
Mouse,50243,Intelius,183,6,9
Mouse,50244,Intermap Technologies,32,5,6
Mouse,50245,Investormill,238,4,6
Mouse,50246,Iodine,86,1,1
Mouse,50247,IPHIX,113,4,7
Mouse,50248,iRecycle,272,1,1
Mouse,50249,iTriage,194,3,7
Mouse,50250,IVES Group Inc,207,9,2
Mouse,50251,IW Financial,219,2,6
Mouse,50252,JJ Keller,245,1,9
Mouse,50253,J.P. Morgan Chase,284,1,7
Mouse,50254,"Junar, Inc.",253,9,9
Mouse,50255,Junyo,254,1,3
Mouse,50256,Jurispect,279,8,4
Mouse,50257,Kaiser Permanante,51,9,3
Mouse,50258,karmadata,82,2,8
Mouse,50259,Keychain Logistics Corp.,16,3,8
Mouse,50260,"KidAdmit, Inc.",160,6,7
Mouse,50261,Kimono Labs,41,4,5
Mouse,50262,KLD Research,82,1,9
Mouse,50263,Knoema,111,7,2
Mouse,50264,Knowledge Agency,236,2,5
Mouse,50265,KPMG,97,7,5
Mouse,50266,Kroll Bond Ratings Agency,127,1,8
Mouse,50267,Kyruus,213,5,2
Mouse,50268,Lawdragon,146,6,8
Mouse,50269,Legal Science Partners,213,8,3
Mouse,50270,(Leg)Cyte,299,4,3
Mouse,50271,"LegiNation, Inc.",115,3,3
Mouse,50272,LegiStorm,219,1,7
Mouse,50273,Lenddo,234,8,6
Mouse,50274,Lending Club,51,3,5
Mouse,50275,Level One Technologies,91,5,8
Mouse,50276,LexisNexis,98,7,2
Mouse,50277,Liberty Mutual Insurance Cos.,161,5,2
Mouse,50278,Lilly Open Innovation Drug Discovery,185,9,4
Mouse,50279,Liquid Robotics,135,8,9
Mouse,50280,Locavore,113,5,7
Mouse,50281,"LOGIXDATA, LLC",210,1,2
Mouse,50282,LoopNet,193,5,8
Mouse,50283,"Loqate, Inc.",268,7,5
Mouse,50284,LoseIt.com,89,9,2
Mouse,50285,LOVELAND Technologies,18,9,4
Mouse,50286,Lucid,211,7,3
Mouse,50287,"Lumesis, Inc.",10,3,7
Mouse,50288,Mango Transit,65,3,5
Mouse,50289,Mapbox,40,8,8
Mouse,50290,Maponics,130,3,6
Mouse,50291,MapQuest,74,4,2
Mouse,50292,"Marinexplore, Inc.",145,6,3
Mouse,50293,MarketSense,111,2,7
Mouse,50294,Marlin & Associates,105,9,1
Mouse,50295,Marlin Alter and Associates,264,8,1
Mouse,50296,McGraw Hill Financial,189,8,9
Mouse,50297,McKinsey,85,1,4
Mouse,50298,MedWatcher,86,2,3
Mouse,50299,Mercaris,149,5,9
Mouse,50300,Merrill Corp.,115,7,6
Mouse,50301,Merrill Lynch,54,2,3
Mouse,50302,MetLife,106,1,3
Mouse,50303,mHealthCoach,255,4,5
Mouse,50304,MicroBilt Corporation,77,1,5
Mouse,50305,Microsoft Windows Azure Marketplace,271,6,2
Mouse,50306,Mint,214,1,4
Mouse,50307,Moody's,228,4,3
Mouse,50308,Morgan Stanley,23,4,9
Mouse,50309,"Morningstar, Inc.",176,5,6
Mouse,50310,Mozio,131,9,2
Mouse,50311,MuckRock.com,268,2,2
Mouse,50312,Munetrix,251,5,3
Mouse,50313,Municode,149,2,8
Mouse,50314,National Van Lines,291,8,3
Mouse,50315,Nationwide Mutual Insurance Company,106,6,7
Mouse,50316,Nautilytics,191,9,6
Mouse,50317,Navico,177,6,7
Mouse,50318,NERA Economic Consulting,292,7,9
Mouse,50319,NerdWallet,202,4,5
Mouse,50320,New Media Parents,230,7,5
Mouse,50321,Next Step Living,280,3,2
Mouse,50322,NextBus,289,1,8
Mouse,50323,nGAP Incorporated,160,7,8
Mouse,50324,Nielsen,280,1,2
Mouse,50325,Noesis,179,6,8
Mouse,50326,NonprofitMetrics,291,9,7
Mouse,50327,North American Van Lines,42,1,4
Mouse,50328,Noveda Technologies,176,1,9
Mouse,50329,NuCivic,240,3,4
Mouse,50330,Numedii,227,2,4
Mouse,50331,Oliver Wyman,67,5,2
Mouse,50332,OnDeck,248,9,8
Mouse,50333,OnStar,165,2,3
Mouse,50334,"Ontodia, Inc",161,7,9
Mouse,50335,Onvia,146,1,1
Mouse,50336,Open Data Nation,41,3,4
Mouse,50337,OpenCounter,126,3,8
Mouse,50338,OpenGov,220,3,3
Mouse,50339,OpenPlans,146,1,6
Mouse,50340,"OpportunitySpace, Inc.",41,1,3
Mouse,50341,Optensity,250,1,6
Mouse,50342,optiGov,162,8,7
Mouse,50343,OptumInsight,56,4,9
Mouse,50344,Orlin Research,13,5,6
Mouse,50345,OSIsoft,69,4,5
Mouse,50346,OTC Markets,290,9,4
Mouse,50347,Outline,222,9,4
Mouse,50348,Oversight Systems,288,2,4
Mouse,50349,Overture Technologies,112,2,5
Mouse,50350,Owler,16,1,5
Mouse,50351,Palantir Technologies,118,3,1
Mouse,50352,Panjiva,46,8,1
Mouse,50353,Parsons Brinckerhoff,280,1,3
Mouse,50354,Patently-O,163,7,1
Mouse,50355,PatientsLikeMe,212,2,5
Mouse,50356,Pave,286,8,4
Mouse,50357,Paxata,232,7,9
Mouse,50358,"PayScale, Inc.",85,7,4
Mouse,50359,PeerJ,289,7,9
Mouse,50360,People Power,262,6,8
Mouse,50361,Persint,145,2,2
Mouse,50362,Personal Democracy Media,25,2,1
Mouse,50363,"Personal, Inc.",196,5,7
Mouse,50364,Personalis,83,1,5
Mouse,50365,Peterson's,89,2,2
Mouse,50366,PEV4me.com,207,2,4
Mouse,50367,PIXIA Corp,294,3,7
Mouse,50368,PlaceILive.com,29,6,4
Mouse,50369,PlanetEcosystems,24,6,4
Mouse,50370,PlotWatt,38,1,5
Mouse,50371,Plus-U,219,6,7
Mouse,50372,PolicyMap,152,9,5
Mouse,50373,Politify,91,7,9
Mouse,50374,Poncho App,126,1,7
Mouse,50375,POPVOX,191,4,7
Mouse,50376,Porch,160,5,5
Mouse,50377,PossibilityU,112,9,2
Mouse,50378,PowerAdvocate,175,1,3
Mouse,50379,Practice Fusion,299,5,2
Mouse,50380,Predilytics,293,3,8
Mouse,50381,PricewaterhouseCoopers (PWC),289,2,6
Mouse,50382,ProgrammableWeb,246,4,9
Mouse,50383,Progressive Insurance Group,19,8,7
Mouse,50384,Propeller Health,271,6,7
Mouse,50385,ProPublica,148,4,9
Mouse,50386,PublicEngines,52,3,6
Mouse,50387,PYA Analytics,155,9,7
Mouse,50388,"Qado Energy, Inc.",34,6,5
Mouse,50389,Quandl,193,6,5
Mouse,50390,Quertle,41,5,1
Mouse,50391,Quid,86,5,6
Mouse,50392,R R Donnelley,83,6,2
Mouse,50393,RAND Corporation,161,1,4
Mouse,50394,Rand McNally,183,6,1
Mouse,50395,Rank and Filed,164,7,9
Mouse,50396,Ranku,151,4,1
Mouse,50397,Rapid Cycle Solutions,212,5,1
Mouse,50398,realtor.com,84,8,5
Mouse,50399,Recargo,274,8,2
Mouse,50400,ReciPal,212,9,6
Mouse,50401,Redfin,158,2,5
Mouse,50402,RedLaser,69,7,3
Mouse,50403,Reed Elsevier,145,2,4
Mouse,50404,REI Systems,82,8,1
Mouse,50405,Relationship Science,82,4,1
Mouse,50406,Remi,247,9,2
Mouse,50407,Retroficiency,151,5,2
Mouse,50408,Revaluate,218,8,6
Mouse,50409,Revelstone,240,1,4
Mouse,50410,Rezolve Group,13,2,2
Mouse,50411,Rivet Software,188,7,5
Mouse,50412,Roadify Transit,184,7,5
Mouse,50413,Robinson + Yu,235,3,3
Mouse,50414,Russell Investments,291,6,6
Mouse,50415,Sage Bionetworks,171,9,8
Mouse,50416,SAP,300,3,9
Mouse,50417,SAS,175,9,3
Mouse,50418,Scale Unlimited,105,5,3
Mouse,50419,Science Exchange,238,8,4
Mouse,50420,Seabourne,42,2,4
Mouse,50421,SeeClickFix,75,1,8
Mouse,50422,SigFig,59,4,4
Mouse,50423,Simple Energy,97,6,5
Mouse,50424,SimpleTuition,244,4,7
Mouse,50425,SlashDB,101,2,9
Mouse,50426,Smart Utility Systems,116,4,9
Mouse,50427,SmartAsset,158,2,4
Mouse,50428,SmartProcure,103,8,1
Mouse,50429,Smartronix,246,4,1
Mouse,50430,SnapSense,159,2,7
Mouse,50431,Social Explorer,249,5,8
Mouse,50432,Social Health Insights,217,3,6
Mouse,50433,SocialEffort Inc,178,5,6
Mouse,50434,Socrata,262,4,9
Mouse,50435,Solar Census,55,8,1
Mouse,50436,SolarList,26,5,1
Mouse,50437,Sophic Systems Alliance,207,2,1
Mouse,50438,S&P Capital IQ,118,7,5
Mouse,50439,SpaceCurve,107,3,2
